age,balance,education,job,marital,month,previous,y
41,801,secondary,technician,married,aug,0,no
32,2431,tertiary,management,married,aug,0,no
37,839,tertiary,management,married,aug,0,no
33,0,tertiary,technician,single,aug,0,no
33,333,secondary,management,married,aug,0,no
52,-542,tertiary,management,married,aug,0,no
49,500,secondary,housemaid,married,aug,0,no
53,42,primary,housemaid,married,aug,0,no
54,0,tertiary,services,married,aug,0,no
59,866,tertiary,management,divorced,aug,0,no
30,1052,secondary,technician,single,aug,0,no
34,-6,tertiary,technician,single,aug,0,no
42,-105,secondary,management,married,aug,0,no
59,51,tertiary,management,divorced,aug,0,no
42,1608,tertiary,management,single,aug,0,no
43,0,tertiary,management,single,aug,0,no
40,1666,tertiary,management,married,aug,0,no
43,2696,tertiary,management,married,aug,0,no
60,0,unknown,retired,married,aug,0,no
47,-105,secondary,technician,divorced,aug,0,no
57,75,primary,retired,married,aug,0,no
37,236,tertiary,management,married,aug,0,no
42,-671,tertiary,management,married,aug,0,no
36,659,tertiary,management,married,aug,0,no
55,1233,primary,housemaid,married,aug,0,no
32,0,tertiary,management,married,aug,0,no
49,0,secondary,unknown,married,aug,0,no
32,156,secondary,housemaid,married,aug,0,no
31,44,tertiary,technician,single,aug,0,no
37,1309,secondary,technician,married,aug,0,no
32,2421,secondary,technician,single,aug,0,no
46,0,secondary,technician,married,aug,0,no
31,23,secondary,technician,single,aug,0,no
33,0,tertiary,management,single,aug,0,no
43,0,secondary,technician,divorced,aug,0,no
50,326,secondary,blue-collar,married,aug,0,no
50,403,primary,blue-collar,married,aug,0,no
34,1,secondary,technician,married,aug,0,yes
32,0,tertiary,management,married,aug,0,no
46,-3,tertiary,management,married,aug,0,no
31,60,tertiary,management,married,aug,0,no
45,751,primary,blue-collar,married,aug,0,no
50,1545,secondary,services,married,aug,0,no
31,23,secondary,admin.,married,aug,0,no
34,0,secondary,technician,single,aug,0,no
30,20261,tertiary,management,single,aug,0,no
59,1887,secondary,retired,married,aug,0,no
34,786,tertiary,unemployed,single,aug,0,no
44,2179,secondary,technician,divorced,aug,0,no
32,632,tertiary,technician,single,aug,0,no
32,99,tertiary,unemployed,single,aug,0,no
55,185,secondary,retired,married,aug,0,no
42,305,secondary,technician,divorced,aug,0,no
36,278,secondary,technician,married,aug,0,no
30,187,tertiary,technician,single,aug,0,no
53,761,tertiary,management,married,aug,0,no
55,123,secondary,retired,married,aug,0,no
50,-997,secondary,technician,married,aug,0,no
43,80,tertiary,technician,married,aug,0,no
60,486,tertiary,retired,married,aug,0,no
42,759,tertiary,management,single,aug,0,no
34,46,tertiary,management,single,aug,0,no
38,140,secondary,student,married,aug,0,no
37,6743,tertiary,management,married,aug,0,no
41,1946,secondary,technician,married,aug,0,no
59,0,secondary,retired,married,aug,0,no
46,1906,tertiary,management,married,aug,0,no
34,0,secondary,technician,married,aug,0,no
40,1232,secondary,technician,married,aug,0,no
37,859,secondary,management,married,aug,0,no
44,0,tertiary,management,divorced,aug,0,no
30,0,tertiary,technician,single,aug,0,no
32,0,tertiary,services,single,aug,0,no
50,6288,secondary,blue-collar,married,aug,0,no
42,1013,secondary,technician,married,aug,0,no
42,37,secondary,technician,divorced,aug,0,no
59,0,secondary,retired,married,aug,0,no
44,217,tertiary,management,married,aug,0,no
47,0,unknown,services,married,aug,0,no
52,0,tertiary,technician,married,aug,0,no
55,0,secondary,admin.,married,aug,0,no
44,65,secondary,technician,married,aug,0,no
59,82,secondary,retired,married,aug,0,no
46,568,tertiary,technician,single,aug,0,no
44,134,tertiary,self-employed,married,aug,0,no
53,5603,primary,blue-collar,married,aug,0,yes
39,0,tertiary,management,married,aug,0,no
35,89,secondary,technician,divorced,aug,0,no
48,197,tertiary,housemaid,married,aug,0,no
36,837,tertiary,technician,married,aug,0,no
33,6174,tertiary,management,married,aug,0,no
51,7175,unknown,services,married,aug,0,no
32,890,tertiary,entrepreneur,single,aug,0,no
37,163,secondary,technician,married,aug,0,no
42,3,secondary,technician,married,aug,0,no
43,241,tertiary,management,married,aug,0,no
42,59,secondary,services,married,aug,0,no
39,315,tertiary,housemaid,married,aug,0,no
32,-262,secondary,technician,divorced,aug,0,no
52,163,tertiary,management,married,aug,0,no
31,81,tertiary,self-employed,married,aug,0,no
47,225,secondary,admin.,divorced,aug,0,yes
32,864,tertiary,management,married,aug,0,no
40,0,primary,housemaid,married,aug,0,no
48,1548,secondary,technician,married,aug,0,no
54,0,tertiary,management,divorced,aug,0,no
43,3327,tertiary,management,divorced,aug,0,no
48,0,tertiary,management,married,aug,0,no
55,879,secondary,services,married,aug,0,no
37,729,secondary,technician,married,aug,0,no
36,-158,secondary,technician,married,aug,0,no
58,7881,primary,housemaid,married,aug,0,no
31,0,secondary,technician,single,aug,0,no
31,35,tertiary,management,single,aug,0,no
56,1333,secondary,retired,married,aug,0,no
49,2420,secondary,services,married,aug,0,no
34,0,secondary,technician,married,aug,0,no
38,173,tertiary,management,married,aug,0,no
31,0,tertiary,housemaid,married,aug,0,no
33,111,secondary,technician,single,aug,0,no
40,84,tertiary,technician,married,aug,0,no
33,0,tertiary,management,single,aug,0,no
32,211,tertiary,admin.,single,aug,0,no
34,0,secondary,technician,single,aug,0,no
30,17,tertiary,management,single,aug,0,no
50,0,primary,housemaid,married,aug,0,no
55,668,tertiary,management,divorced,aug,0,no
60,1690,secondary,self-employed,married,aug,0,no
53,37,tertiary,management,married,aug,0,no
45,-183,secondary,blue-collar,married,aug,0,no
53,65,secondary,blue-collar,married,aug,0,no
31,0,tertiary,management,single,aug,0,no
34,-173,secondary,technician,married,aug,0,no
54,1258,tertiary,management,married,aug,0,no
34,6766,tertiary,management,single,aug,0,no
48,2499,unknown,blue-collar,married,aug,0,no
37,0,tertiary,technician,married,aug,0,no
45,377,primary,blue-collar,married,aug,0,no
33,77,secondary,self-employed,married,aug,0,no
33,1530,tertiary,management,single,aug,0,no
48,0,primary,housemaid,married,aug,0,no
53,658,secondary,services,married,aug,0,no
52,1645,secondary,services,married,aug,0,no
32,8047,tertiary,technician,single,aug,0,no
33,436,tertiary,technician,single,aug,0,no
39,0,tertiary,technician,married,aug,0,no
35,75,tertiary,technician,married,aug,0,no
51,279,secondary,blue-collar,married,aug,0,no
34,4348,tertiary,management,single,aug,0,no
35,230,secondary,technician,single,aug,0,no
30,167,secondary,technician,single,aug,0,no
52,118,secondary,technician,married,aug,0,no
48,323,primary,blue-collar,married,aug,0,no
36,97,tertiary,technician,single,aug,0,no
30,3028,secondary,technician,divorced,aug,0,no
57,-157,unknown,retired,married,aug,0,no
55,-2,secondary,admin.,married,aug,0,no
30,0,tertiary,technician,married,aug,0,no
48,71,secondary,housemaid,single,aug,0,no
45,396,secondary,self-employed,married,aug,0,no
36,200,tertiary,management,married,aug,0,no
36,466,tertiary,technician,divorced,aug,0,no
31,713,tertiary,management,single,aug,0,no
41,1788,secondary,technician,married,aug,0,no
33,755,tertiary,management,single,aug,0,no
34,298,secondary,technician,married,aug,0,no
43,370,tertiary,management,married,aug,0,no
31,459,tertiary,management,married,aug,0,no
45,240,tertiary,self-employed,married,aug,0,no
32,723,tertiary,technician,single,aug,0,no
32,-300,secondary,technician,married,aug,0,no
38,0,tertiary,management,married,aug,0,no
42,0,tertiary,self-employed,married,aug,0,no
52,136,secondary,technician,married,aug,0,no
40,558,tertiary,management,married,aug,0,no
53,15,tertiary,management,divorced,aug,0,no
39,1522,tertiary,technician,single,aug,0,no
54,111,secondary,admin.,married,aug,0,no
34,33,secondary,technician,married,aug,0,no
35,-108,tertiary,management,single,aug,0,no
45,77,secondary,technician,married,aug,0,no
45,12,secondary,technician,divorced,aug,0,no
47,5,secondary,services,married,aug,0,no
34,1863,secondary,management,single,aug,0,no
36,0,secondary,technician,single,aug,0,no
30,42,secondary,technician,married,aug,0,no
35,0,tertiary,technician,single,aug,0,no
35,-78,secondary,technician,married,aug,0,no
44,0,tertiary,management,married,aug,0,no
34,621,tertiary,management,single,aug,0,no
30,81,tertiary,technician,married,aug,0,no
41,6171,secondary,technician,married,aug,0,no
38,0,tertiary,management,single,aug,0,no
41,475,secondary,technician,divorced,aug,0,no
37,552,tertiary,self-employed,married,aug,0,no
52,305,secondary,blue-collar,married,aug,0,no
43,685,primary,housemaid,married,aug,0,no
60,45,tertiary,retired,married,aug,0,no
34,553,secondary,technician,married,aug,0,no
34,2032,tertiary,management,married,aug,0,no
39,295,tertiary,management,divorced,aug,0,no
44,795,tertiary,management,married,aug,0,no
51,605,primary,housemaid,married,aug,0,no
52,-490,primary,blue-collar,married,aug,0,no
40,88,secondary,technician,married,aug,0,no
47,1480,primary,blue-collar,married,aug,0,no
40,0,secondary,technician,married,aug,0,no
32,813,tertiary,management,single,aug,0,no
50,565,primary,blue-collar,married,aug,0,no
31,-564,tertiary,technician,single,aug,0,no
33,968,tertiary,management,married,aug,0,no
60,4,secondary,retired,married,aug,0,no
33,2,secondary,technician,married,aug,0,no
31,0,tertiary,management,single,aug,0,no
31,182,secondary,technician,single,aug,0,no
33,34,tertiary,technician,single,aug,0,no
58,6762,primary,blue-collar,married,aug,0,no
49,223,tertiary,management,married,aug,0,no
35,556,tertiary,management,single,aug,0,no
43,0,tertiary,technician,divorced,aug,0,no
44,278,tertiary,management,married,aug,0,no
35,353,secondary,technician,married,aug,0,no
31,162,tertiary,technician,single,aug,0,no
33,95,secondary,technician,married,aug,0,no
48,81,tertiary,management,single,aug,0,no
30,3,secondary,technician,single,aug,0,no
43,1077,tertiary,management,single,aug,0,no
59,1425,primary,retired,married,aug,0,no
51,26,tertiary,admin.,married,aug,0,no
36,918,tertiary,management,married,aug,0,no
49,588,tertiary,management,single,aug,0,no
59,4450,primary,retired,married,aug,0,no
42,3501,secondary,technician,married,aug,0,no
47,3440,primary,blue-collar,married,aug,0,no
32,35,secondary,technician,single,aug,0,no
36,63,tertiary,technician,married,aug,0,no
60,872,tertiary,retired,married,aug,0,no
55,159,secondary,retired,married,aug,0,no
45,1291,primary,blue-collar,married,aug,0,no
34,-64,tertiary,management,single,aug,0,no
32,1011,secondary,technician,married,aug,0,no
35,433,secondary,technician,married,aug,0,no
30,1286,secondary,technician,single,aug,0,no
31,3588,secondary,technician,single,aug,0,no
30,0,tertiary,management,single,aug,0,no
35,1684,tertiary,management,married,aug,0,no
49,592,primary,blue-collar,married,aug,0,no
35,-30,secondary,technician,single,aug,0,no
32,-213,secondary,technician,married,aug,0,no
58,0,tertiary,management,married,aug,0,no
30,1239,tertiary,management,married,aug,0,no
38,0,secondary,technician,married,aug,0,no
35,576,tertiary,technician,single,aug,0,no
60,3029,tertiary,management,married,aug,0,no
36,4542,secondary,technician,married,aug,0,no
56,313,primary,blue-collar,married,aug,0,no
46,292,secondary,technician,married,aug,0,no
43,946,tertiary,management,single,aug,0,no
41,195,secondary,technician,divorced,aug,0,no
31,367,secondary,technician,married,aug,0,no
48,266,primary,blue-collar,married,aug,0,no
60,-50,secondary,technician,divorced,aug,0,no
36,34,secondary,technician,single,aug,0,no
34,603,tertiary,management,single,aug,0,no
58,1326,tertiary,retired,married,aug,0,no
45,265,tertiary,technician,married,aug,0,no
39,-17,tertiary,management,married,aug,0,yes
55,55,secondary,technician,married,aug,0,no
32,963,secondary,technician,married,aug,0,no
41,4522,tertiary,management,single,aug,0,no
32,235,secondary,technician,married,aug,0,no
32,792,secondary,technician,single,aug,0,no
31,58,tertiary,management,single,aug,0,no
33,2059,tertiary,management,single,aug,0,no
36,216,secondary,technician,married,aug,0,no
35,634,secondary,technician,single,aug,0,no
38,1029,tertiary,self-employed,married,aug,0,no
36,432,secondary,technician,married,aug,0,no
47,961,primary,blue-collar,married,aug,0,no
31,0,tertiary,technician,married,aug,0,no
49,413,secondary,services,married,aug,0,no
59,0,secondary,technician,divorced,aug,0,no
37,4293,tertiary,management,married,aug,0,no
42,0,secondary,technician,married,aug,0,no
46,1673,secondary,blue-collar,married,aug,0,no
35,358,tertiary,technician,married,aug,0,no
51,21614,primary,blue-collar,married,aug,0,no
41,1026,tertiary,technician,single,aug,0,no
35,56,secondary,technician,divorced,aug,0,no
34,-281,tertiary,management,single,aug,0,no
38,82,tertiary,technician,divorced,aug,0,no
33,79,secondary,technician,married,aug,0,no
36,0,secondary,technician,single,aug,0,no
33,58,secondary,technician,married,aug,0,no
31,350,tertiary,management,single,aug,0,no
45,373,primary,self-employed,married,aug,0,no
32,134,tertiary,management,married,aug,0,no
34,0,tertiary,management,married,aug,0,no
33,28,secondary,services,married,aug,0,no
47,996,secondary,admin.,married,aug,0,no
37,1561,tertiary,technician,married,aug,0,no
35,515,secondary,technician,divorced,aug,0,no
37,45,secondary,management,single,aug,0,no
60,614,tertiary,retired,married,aug,0,no
38,300,secondary,technician,married,aug,0,no
38,332,secondary,technician,single,aug,0,no
30,32,secondary,technician,married,aug,0,no
47,8,tertiary,technician,divorced,aug,0,no
40,194,tertiary,management,married,aug,0,no
47,193,primary,blue-collar,married,aug,0,no
53,578,secondary,admin.,married,aug,0,no
48,647,secondary,blue-collar,married,aug,0,no
46,1008,tertiary,management,married,aug,0,no
36,0,secondary,technician,single,aug,0,no
33,452,tertiary,management,married,aug,0,no
56,2925,tertiary,management,married,aug,0,no
32,0,tertiary,management,married,aug,0,no
35,3490,secondary,technician,single,aug,0,yes
32,-1,secondary,technician,single,aug,0,no
45,1186,tertiary,management,married,aug,0,no
45,54,secondary,technician,divorced,aug,0,no
35,365,primary,unknown,married,aug,0,no
37,160,tertiary,technician,single,aug,0,no
51,462,primary,blue-collar,married,aug,0,no
35,393,tertiary,technician,married,aug,0,no
47,0,secondary,self-employed,married,aug,0,no
32,0,tertiary,management,single,aug,0,no
35,0,tertiary,management,single,aug,0,no
31,471,tertiary,management,single,aug,0,no
46,134,tertiary,management,single,aug,0,no
49,0,tertiary,management,married,aug,0,no
45,865,secondary,technician,married,aug,0,no
33,-708,secondary,technician,married,aug,0,no
51,255,secondary,admin.,married,aug,0,no
59,374,secondary,retired,married,aug,0,no
48,700,tertiary,management,divorced,aug,0,no
57,1218,secondary,admin.,married,aug,0,no
33,599,tertiary,technician,married,aug,0,no
39,239,primary,housemaid,divorced,aug,0,no
39,109,tertiary,management,single,aug,0,no
42,112,secondary,technician,divorced,aug,0,no
37,5,tertiary,management,married,aug,0,no
30,0,tertiary,management,single,aug,0,no
46,877,secondary,blue-collar,married,aug,0,no
33,8,secondary,technician,married,aug,0,no
49,0,secondary,management,single,aug,0,no
36,0,primary,self-employed,married,aug,0,no
31,2070,secondary,services,single,aug,0,no
34,53,tertiary,management,married,aug,0,no
35,-146,secondary,technician,married,aug,0,no
56,67,tertiary,management,married,aug,0,no
32,284,secondary,technician,single,aug,0,no
33,310,tertiary,management,married,aug,0,no
48,134,secondary,blue-collar,married,aug,0,no
34,96,secondary,admin.,married,aug,0,no
35,33,tertiary,technician,single,aug,0,no
32,444,secondary,technician,married,aug,0,no
58,74,secondary,services,married,aug,0,no
31,0,secondary,technician,single,aug,0,no
33,176,tertiary,technician,single,aug,0,no
32,0,tertiary,management,single,aug,0,no
31,-2,secondary,technician,single,aug,0,no
59,1059,tertiary,self-employed,married,aug,0,no
48,16,tertiary,technician,married,aug,0,no
32,769,tertiary,management,single,aug,0,yes
36,4,tertiary,management,married,aug,0,no
