level_0,index,age,workclass,education,marital_status,occupation,sex,income
17742,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17743,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17746,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17747,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17748,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17749,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17750,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17751,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17752,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17753,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17754,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17755,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17757,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17758,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17759,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17760,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17761,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17762,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17763,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17764,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17765,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17766,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17767,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17768,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17770,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
17771,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,>50K
17772,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17773,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17774,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17776,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17778,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17779,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17780,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17781,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17782,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17783,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17785,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17788,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17789,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
17791,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17793,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17794,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
17798,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17800,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17802,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
17804,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17806,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17807,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17808,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17810,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
17811,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17812,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17813,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17814,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17815,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
17817,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17818,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17819,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17820,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
17821,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17822,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17823,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17824,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17825,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17826,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17828,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17829,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
17831,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17832,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17834,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17835,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
17836,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17838,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17840,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17842,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17843,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17844,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17848,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
17849,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17850,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17851,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17852,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17853,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17854,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17856,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17857,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17858,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17859,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17861,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17862,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17864,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17865,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17867,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17869,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17870,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
17871,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17872,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17873,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17874,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17876,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17877,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17878,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
17881,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17882,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17883,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17885,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17886,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17887,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17888,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17889,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,<=50K
17890,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17891,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17893,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17894,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17895,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
17896,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17897,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17898,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17899,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17900,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17901,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17902,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17903,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17904,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17905,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
17907,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17908,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17909,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17910,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17911,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17912,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17913,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17914,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,>50K
17915,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17916,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17917,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17918,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17920,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17921,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17923,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17924,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17926,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17927,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17928,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17929,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17931,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
17933,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17934,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17935,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17936,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17937,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
17938,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
17939,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17940,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17941,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17944,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17945,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17946,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17947,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17949,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17950,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17951,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17952,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17953,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17954,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17955,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
17956,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17957,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17958,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17960,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
17961,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17962,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17963,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
17964,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17966,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17967,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17968,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17969,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
17970,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17971,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17973,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
